id,created_at,number of likes,number of re,text 
1112735154273964032,2019-04-01 15:15:09,0,0,"@ya_boy_combs We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, alo… https://t.co/DjVug66lfj"
1112735140818681856,2019-04-01 15:15:05,0,0,@LamourImpress33 Thank you so much for contacting us regarding this! I will pass on your feedback to our Research a… https://t.co/TekvlNX210
1112735123684892672,2019-04-01 15:15:01,0,0,"@DarrenBaldwin6 We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, a… https://t.co/bI3v053LrI"
1112735085466406912,2019-04-01 15:14:52,0,0,"@tireguydetroit We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, a… https://t.co/7BRNIkfT77"
1112734400947593216,2019-04-01 15:12:09,0,0,"@b_bowers21 We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, along… https://t.co/BINFOnrhXO"
1112734289903398914,2019-04-01 15:11:42,0,0,"@peen420 We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, along wi… https://t.co/kVh7Hi0eDP"
1112733966119915520,2019-04-01 15:10:25,0,0,"@DGoriola We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, along w… https://t.co/EtfsIQmdVf"
1112731456902713344,2019-04-01 15:00:27,0,0,@Simba__14 We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112731384106438657,2019-04-01 15:00:10,0,0,"@normal12u We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, along… https://t.co/FhLkzz38rw"
1112730799147810817,2019-04-01 14:57:50,0,0,@BigDripperstein That's not okay! Please PM us the restaurant location and your phone # so we can look into this. Thanks!
1112730748979695616,2019-04-01 14:57:38,0,0,@itsJonathan0 We have that Biggie Bag. Come through
1112729859384623104,2019-04-01 14:54:06,0,0,@stjenncharles We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112728693166796800,2019-04-01 14:49:28,0,0,"@johnshot43 We certainly don’t like to hear that! DM us, we would like to gather some additional details about your visit."
1112728068911697920,2019-04-01 14:46:59,0,0,@american_exile That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112727960224780288,2019-04-01 14:46:33,0,0,"@billy51300 We'll be waiting! Have you downloaded our app? if you have, DM us your email address so we can push you… https://t.co/2Hqjcc4fPX"
1112727769471954945,2019-04-01 14:45:48,0,0,@NStewCBS2 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1112723025378594816,2019-04-01 14:26:57,1,0,@Aerino3 yes
1112722995615854592,2019-04-01 14:26:50,2,0,@TheAustinFrame Come through
1112722952410288128,2019-04-01 14:26:39,0,0,@seanpbuchanan27 amazing pic
1112719725556101120,2019-04-01 14:13:50,1,0,@Jewdakris That's not okay! Please DM us  your phone # so we can look into this. Thanks!
1112585758685257729,2019-04-01 05:21:30,2,0,@easilytheworst We're sorry to hear that! Please DM us the restaurant location and his contact info so we can make this right. Thanks!
1112563048206749697,2019-04-01 03:51:15,0,0,@fuhrmanizer1997 That's not okay! Please DM us the restaurant location and his contact info so we can make this right. Thanks!
1112561438260948992,2019-04-01 03:44:51,1,0,@MindOfMigizi We're sorry to hear that! Please DM us your phone # so we can make this right. Thanks!
1112544552215330816,2019-04-01 02:37:45,0,0,@connor_yee That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112544420526727169,2019-04-01 02:37:14,1,0,@anatomychick Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112543346067677184,2019-04-01 02:32:58,0,0,@aspenluver122 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1112542183486382081,2019-04-01 02:28:21,1,0,@_Kaeyonce_ Yes! Please DM us with the approximate location and your contact info so we can look into this further.
1112536848830791680,2019-04-01 02:07:09,1,0,"@PastrofMuppets This isn’t the quality we expect. Please DM us with info on this location, along with your number,… https://t.co/ZSFHzEyMnk"
1112536558886895616,2019-04-01 02:06:00,1,0,@Anvadikin We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112530317708066822,2019-04-01 01:41:12,0,0,@Dianasaurrrx3 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112528962314559488,2019-04-01 01:35:49,0,0,@goeke_emily We are always open to customer feedback on our products.  I will pass that on to our Research and Development department.
1112528200217870336,2019-04-01 01:32:47,0,0,@nonato_alex Thank you  for contacting us regarding this!  We are continually introducing new items and trying diff… https://t.co/uS4XYovLzD
1112526942606159874,2019-04-01 01:27:47,0,0,@Squidward_lmao That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112523318605893632,2019-04-01 01:13:23,3,0,"@niki_handlon Thank you, we will get this report right off to the Management Team so they can contact you. Thanks f… https://t.co/KTRORfBFY9"
1112521539361083393,2019-04-01 01:06:19,0,0,@sianirivera Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112508095769575424,2019-04-01 00:12:54,1,0,@Rossgriffith2 🍟🍔👍
1112508000537841665,2019-04-01 00:12:31,0,0,@ChasingGypsies That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112506744218009600,2019-04-01 00:07:31,0,0,@lolMUTO That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112506656548679680,2019-04-01 00:07:10,0,0,@cbsbutnotthecbs Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112486778836041728,2019-03-31 22:48:11,0,0,@katiecball That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112486558526001152,2019-03-31 22:47:19,0,0,"@DangerDook That doesn't look right!  Can you DM us with the full address of the restaurant you visited, so we can address the issue?"
1112480820420325377,2019-03-31 22:24:31,0,0,@bravofox Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112480248090816513,2019-03-31 22:22:14,0,0,@CleSlade That is wonderful to hear! We will share your compliments with the management team at that restaurant. We… https://t.co/jltnnB6bOo
1112478093980114945,2019-03-31 22:13:41,0,0,@saminhinton That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112477347293396993,2019-03-31 22:10:43,0,0,@4kQuez Thanks for reaching out. With the introduction of  our New BBQ Cheeseburger we also introduced a new bbq dipping sauce.
1112466013642215432,2019-03-31 21:25:40,0,0,@Zionelrey We're sorry to hear that! Please DM us your phone # so we can make this right. Thanks!
1112463146986455040,2019-03-31 21:14:17,0,0,@lacerinooo That's not okay! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112456162237124609,2019-03-31 20:46:32,1,0,@Lamprey007 That's not okay! Please DM us the restaurant location and your phone # so we can make this up to you. Thanks!
1112451373428285445,2019-03-31 20:27:30,0,0,@RoofMonkey911 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112451170361139200,2019-03-31 20:26:42,1,0,@Chris_OOLF Thank you  for contacting us regarding this!  We are continually introducing new items and trying diffe… https://t.co/O1VyOy4e5N
1112450363448311810,2019-03-31 20:23:29,0,0,"@chp1mp We certainly don’t like to hear that! Please DM us with the exact location of your visit, along with your c… https://t.co/ZmMpJrI6t1"
1112450192056438784,2019-03-31 20:22:48,0,0,"@jaypete312 Sorry to see this! Can you DM us with the exact location of your visit, along with your contact info so… https://t.co/nQJ7oHvv4x"
1112450042181373955,2019-03-31 20:22:13,2,0,@Emilyruth86 We're disappointed to hear this! Please DM us the restaurant location and your phone number so we can make this right.
1112449465103863808,2019-03-31 20:19:55,1,0,@redwillow311 We're happy to hear this! Please DM us the restaurant you called in about. We'll be happy to look her… https://t.co/GqKy3dBxnc
1112446247074492417,2019-03-31 20:07:08,1,0,@austinbedrosian Glad to hear this! We'll make sure they're recognized for providing such a great experience.
1112443460739612676,2019-03-31 19:56:03,0,0,@Apokolips_MEOW That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112437028480839680,2019-03-31 19:30:30,0,0,@JacobKenworthy1 That is wonderful to hear! We will share your compliments with the management team at that restaur… https://t.co/JkMVwhwE35
1112436573306531844,2019-03-31 19:28:41,1,0,@LavalleeNoelle That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112435036429697025,2019-03-31 19:22:35,0,0,"@ClydesdaleShawn Sorry to see this! Please DM us with the exact location of your visit, along with your phone # so… https://t.co/uc1VkhhGAm"
1112434783362183169,2019-03-31 19:21:35,0,0,@Noeonsports Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112434716265926656,2019-03-31 19:21:19,0,0,"@johnnywordvomit Oh no! Please DM us with info on this location, along with your contact info so we can have someon… https://t.co/Rv3snEhQzB"
1112433642037497858,2019-03-31 19:17:02,0,0,@j_davis85 That's not okay! Please DM us  your phone # so we can look into this. Thanks!
1112433582751080449,2019-03-31 19:16:48,0,0,@ShawneeBush24 We certainly don’t like to hear that! Please DM us the restaurant location and your phone number so we can make this right.
1112433259995152384,2019-03-31 19:15:31,0,0,@Twizgoat1000 We're disappointed to hear this! Please DM us your contact info so we can have someone reach out and make this right.
1112432963906650113,2019-03-31 19:14:21,0,0,"@BlockHeadJKgirl Sorry to see this! Can you DM us with the exact location of your visit, along with your contact in… https://t.co/LiVwFASfj9"
1112432831370805248,2019-03-31 19:13:49,0,0,@BrianFe29080081 We're sorry you left disappointed! Please DM us your phone number so we can make this right.
1112432751691685893,2019-03-31 19:13:30,0,0,@cdrLogic Thank you  for contacting us regarding this!  Its our goal to make sure kids are having fun with their me… https://t.co/J85Jxh0AzG
1112432544744726539,2019-03-31 19:12:41,0,0,"@BrandyJWinkler We certainly don’t like to hear that! Please DM us with the exact location of your visit, along wit… https://t.co/jtWPs3IZFY"
1112432325273534466,2019-03-31 19:11:48,0,0,@trulyemilyx Oh no! Please DM us the restaurant location and your phone number so we can make this right.
1112431251472957442,2019-03-31 19:07:32,1,0,@brianmcdaniel01 We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112426494339547136,2019-03-31 18:48:38,1,0,@kaitlanning1 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112425913852010496,2019-03-31 18:46:20,0,0,@Klund288 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112423313039638529,2019-03-31 18:36:00,0,0,@Strine732 That’s not the quality we expect from our restaurants. Can you DM us the address of your visit and your… https://t.co/r2hAzZGjMO
1112423264171769856,2019-03-31 18:35:48,2,0,@onlyONEdimple We certainly don’t like to see that. Can you DM us the address of your visit and your phone number?… https://t.co/KsWPREKRcc
1112423107988463616,2019-03-31 18:35:11,0,0,@IriseSakura That's not okay. Can you DM us the address of your visit and your phone number? We would love to make this right.
1112422908687716354,2019-03-31 18:34:23,0,0,"@chefcherij Hey there! Can you DM us details of your visit, the address of your visit, and your phone number? Thanks so much!"
1112422809781841926,2019-03-31 18:34:00,0,0,@lemartin93 Oh no! Can you DM us the address of your visit and your phone number? We'd love to make this right.
1112418478290595847,2019-03-31 18:16:47,0,0,@ItMustBJAM Thanks for reaching out!  DM us and we can get you  more information on that.
1112417656093794306,2019-03-31 18:13:31,0,0,@Alejand34098897 We are always open to customer feedback on our products.  I will pass that on to our Research and Development department.
1112416817434296321,2019-03-31 18:10:11,0,0,@LiIConchita Thank you  for contacting us regarding this!  We are continually introducing new items and trying diff… https://t.co/K7cBQIralN
1112415031294087170,2019-03-31 18:03:05,0,0,@Raging_Zucchini Thank you  for contacting us regarding this!  We are continually introducing new items and trying… https://t.co/b71ytry414
1112364375002763266,2019-03-31 14:41:48,2,1,@confusedalexis Good boy! 🐶 DM us your pups name and mailing address and we will send some #DogsLoveWendys goodies your way.
1112360573281492992,2019-03-31 14:26:41,3,0,@S_Galarneau_ That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112356147858685952,2019-03-31 14:09:06,1,0,@1of2Stews It's true! #DogsLoveWendys 🐶❤ Please DM us your pups name and mailing address so we can send some goodies their way.
1112345846429990917,2019-03-31 13:28:10,1,0,@jadeyram That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112329362643271680,2019-03-31 12:22:40,1,0,@AmandaKespohl Hi there! We'd love to send him some #DogsLoveWendys goodies to celebrate his birthday. Just DM us h… https://t.co/8ZAQF7qx9R
1112224680419700736,2019-03-31 05:26:42,1,0,@QueenYlan That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112125225842499584,2019-03-30 22:51:30,1,0,@OfWolfAndRaven We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112123247120793600,2019-03-30 22:43:39,1,0,@05Frank1 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112091346297331716,2019-03-30 20:36:53,1,0,@pop__didii Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112079384310095873,2019-03-30 19:49:21,5,0,@JeannieL21 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112067884866568193,2019-03-30 19:03:39,1,0,@Cheekyholiday That's not okay! Please DM us with your phone # so we can look into this. Thanks!
1112067679685353473,2019-03-30 19:02:50,0,0,@_KeyMinor We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112064256747491328,2019-03-30 18:49:14,1,0,@dblue002 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1112063949703467011,2019-03-30 18:48:01,0,0,@alilicious__ Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112062903677566977,2019-03-30 18:43:52,0,0,@AndrewMichels11 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1112061093508235264,2019-03-30 18:36:40,1,0,@sarahberrian We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112060094970318848,2019-03-30 18:32:42,1,0,@kyleejohaddock Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112050820219060225,2019-03-30 17:55:51,0,0,@youforiiaa That night service is not the quality we expect from our restaurants. Can you DM us the full address of… https://t.co/cMrqpHIH3w
1112013345119449089,2019-03-30 15:26:56,2,0,@airtravis That is wonderful to hear! Can you DM us with the address of the restaurant you visited? We'd love to sh… https://t.co/7hpIGmsq3b
1112011660124999686,2019-03-30 15:20:14,0,0,@LouisG813 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1112000375631085570,2019-03-30 14:35:24,1,0,"@ERROLT360 That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1111991830143533056,2019-03-30 14:01:26,0,0,@MrJohnKendall We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111990987629432832,2019-03-30 13:58:05,2,0,@SodaPop2494 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111982562589720576,2019-03-30 13:24:37,0,0,"@StefanieLucyyy We like the sound of that! Have either of you downloaded our Mobile App? If so, DM us your email ad… https://t.co/J524XBBqAn"
1111981151088975873,2019-03-30 13:19:00,3,0,"@elizabethhunt_ That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1111974428118843392,2019-03-30 12:52:17,3,0,"@bocaboy1970 This isn’t the quality we’d expect. Please DM us with info on this location, along with your number, a… https://t.co/gAQiLf3z3s"
1111875173798555648,2019-03-30 06:17:53,2,0,@jjo__ell We certainly don’t like to hear that! Please DM us the restaurant location and your phone number so we can make this right.
1111838418332467200,2019-03-30 03:51:50,35,0,@Dangerouslytal Delivering packages
1111833990967758849,2019-03-30 03:34:14,5,0,@L47UYI4 *whispers* newman
1111825915468750848,2019-03-30 03:02:09,24,0,@McmemeBoi George means well
1111825773034377217,2019-03-30 03:01:35,194,9,@Lachie88164938 For the memes or whatever
1111825673847492608,2019-03-30 03:01:12,130,0,@Thanos423 Oh snap
1111825616771473408,2019-03-30 03:00:58,7,0,@xAlanisboo Prove it
1111825570856345600,2019-03-30 03:00:47,52,1,@eddieg243 Ummmm
1111825514610810880,2019-03-30 03:00:34,2,0,@OMGitsCodyH Hello
1111825128181153794,2019-03-30 02:59:01,67,0,@GamingMadness02 Yes
1111824982143913985,2019-03-30 02:58:27,3695,342,"*Peterman asks Elaine to make a sassy brand Twitter.

*Bania doesn’t want Mendy’s. He wants Jerry to take him to We… https://t.co/4EiKiDIkbr"
1111812339450503168,2019-03-30 02:08:12,2,0,@narsaddict This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1111797478389624833,2019-03-30 01:09:09,1,0,@FreddyHerrick69 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111793986761605121,2019-03-30 00:55:17,0,0,@KidKory1 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111793763821735941,2019-03-30 00:54:24,0,0,@a_meyer32 That's not okay! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111792940525998080,2019-03-30 00:51:07,0,0,@gtayers We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111792642080292864,2019-03-30 00:49:56,1,0,"@ElliotAProd We're disappointed to hear this! Can you DM us with the exact location of your visit, along with your… https://t.co/QqEYWqaOFx"
1111792104970301440,2019-03-30 00:47:48,3,0,@lieutenant_buns Glad to hear this! We'll send some kudos their way.
1111781071182589959,2019-03-30 00:03:57,0,0,@hanmarieqj Oh no! That's definitely not okay. Please DM us the restaurant location and your phone number so we can make this right.
1111771719671386112,2019-03-29 23:26:48,0,0,"@emilychavis We’d love to make this right. DM us with info on this location, along with your number, and we'll make it up to you."
1111769688411910146,2019-03-29 23:18:44,1,0,"@katie_mo88 That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1111763387535503363,2019-03-29 22:53:41,0,0,@RonRowles This isn't the quality we'd expect. Please DM us with your contact info so we can look into this further.
1111748649925644289,2019-03-29 21:55:08,0,0,@Poetic_Sistah We're sorry you left disappointed! Can you DM us the address of your visit and your phone number? We… https://t.co/WAawpxdP8A
1111748351085723648,2019-03-29 21:53:56,0,0,@mscottcason We're sorry to hear that! Please DM us your phone # so we can make this right. Thanks!
1111747403940614144,2019-03-29 21:50:11,0,0,@Marie12192009 We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111743996320194566,2019-03-29 21:36:38,1,0,@MiguelWilbon Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111743213331759105,2019-03-29 21:33:31,2,0,@mamaass_ Thanks for the BBQ sauce feedback. We'll pass that along to our sauce team.
1111733701694631936,2019-03-29 20:55:44,2,0,"@Megan_Moreno Hey Megan, Change is the only constant in life but... Don't forget you can always order the Parmesan… https://t.co/CTy7Zk9zR6"
1111729726320713729,2019-03-29 20:39:56,1,0,"@jpryce93 That’s not the quality we expect from our restaurants. Can you DM us the address of your visit, along wit… https://t.co/IXeqOXMI7Z"
1111728424576520193,2019-03-29 20:34:45,1,0,@samanthababy97 Thanks for reaching out. With the introduction of  our new BBQ Cheeseburger we also introduced a ne… https://t.co/yK7d7T2KcE
1111727994387816453,2019-03-29 20:33:03,2,0,@DreaLorraine Thank you  for contacting us regarding this!  We are continually introducing new items and trying dif… https://t.co/8O5aeQw2OR
1111726615980109834,2019-03-29 20:27:34,1,0,@realbjacks Thank you  for contacting us regarding this!  We appreciate your opinion and  will pass on your feedbac… https://t.co/AcLS6q6RVx
1111726347540406273,2019-03-29 20:26:30,1,0,"@alanvines Hey Alan, Looove the Westover crew! Thanks for passing that compliment our way. We shared it with the ma… https://t.co/vcto6KX7Yt"
1111725395378868230,2019-03-29 20:22:43,1,0,@haileycarter623 That is wonderful to hear! Can you provide us with the address of the restaurant you visited? We'd… https://t.co/eftPnDGkyn
1111725032605130753,2019-03-29 20:21:17,0,0,"@ksueeee Thanks Kayla, We love Robin and the rest of our crew there too! Thanks for reaching out and have a great weekend!"
1111719548263321600,2019-03-29 19:59:29,1,0,"@Frenchfrey65 Hey Nicholas, We'll get the suggestion out to the ownership team in the area. Thanks for reaching out!"
1111718632856473607,2019-03-29 19:55:51,1,0,"@____Brooksy____ There are Wendy's that have breakfast! Check out https://t.co/MUsdnsiCXT and check the ""breakfast""… https://t.co/bJ4TIPpVKf"
1111718137588793344,2019-03-29 19:53:53,14,2,@ChristianSummrs No
1111713588983549952,2019-03-29 19:35:48,0,0,@AlexEarley2 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111712480714244096,2019-03-29 19:31:24,1,0,@DallasMerrifie1 Thanks for reaching out Dallas! We're pleased to pass your praise along to our crew in Coos Bay. H… https://t.co/6WVvXMQvxo
1111711146573250562,2019-03-29 19:26:06,5,0,@BubbleheadBrett Check under your seat for a tweet
1111706595086528512,2019-03-29 19:08:01,4465,69,@saideef_ A true legend
1111701875605286918,2019-03-29 18:49:16,2,0,@AshleighLynn9 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111694590610980867,2019-03-29 18:20:19,1,0,@itsDesireeee Thank you  for contacting us regarding this!  We are continually introducing new items and trying dif… https://t.co/gYFAo5TwaV
1111693616278310912,2019-03-29 18:16:27,0,0,@ashyfreeman Thank you  for contacting us regarding this!  We appreciate your opinion and  will pass on your feedba… https://t.co/HCGBiyD411
1111693450234290176,2019-03-29 18:15:47,6,0,@girly_to @katxkelly Pigtails 100% required
1111692920808185857,2019-03-29 18:13:41,0,0,@JosefVlogable That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1111686211960213504,2019-03-29 17:47:01,0,0,"@TH3REALMRSMITH Hey there! Can you DM us details of your visit, the address of your visit, and your phone number? Thanks so much!"
1111684837918822405,2019-03-29 17:41:34,1,0,@SenorWolf That’s not the quality we expect from our restaurants. Can you DM us the address of your visit and your… https://t.co/z1l6ubB6zR
1111684496338944000,2019-03-29 17:40:12,11,0,"@AmandaJ85020065 Hey Amanda, Check out https://t.co/i0M1qrgNPD to see if they deliver from a Wendy's near you!"
1111682993163243520,2019-03-29 17:34:14,10,0,@cooksd @McDonalds Could have just frozen it the usual way.
1111680860976308224,2019-03-29 17:25:45,0,0,@iamkal_el That’s not the quality we expect from our restaurants. Can you DM us the address of your visit and your… https://t.co/PB6g6wZ9wc
1111680783696232449,2019-03-29 17:25:27,0,0,@SweetJPerk Oh no! Can you DM us your phone number? We'd love to make this right.
1111679428256559106,2019-03-29 17:20:04,10,0,@lister_harrell This one?
1111675211982749698,2019-03-29 17:03:19,0,0,"@Rellnshxt We’d love to make this right. DM us with info on this location, along with your number, and we'll make it up to you."
1111664964933165056,2019-03-29 16:22:36,3,0,@MIZTXO 😉
1111664928400834561,2019-03-29 16:22:27,9,0,@ColU_Official 😏
1111664460207411201,2019-03-29 16:20:35,3,1,"@Big_Dave52 Hey Dave, cool name. You deserve better than being stood up. Nice thinking on the coups though. Hope th… https://t.co/zUDEIbwyr5"
1111664183874121729,2019-03-29 16:19:29,0,0,"@urmumloll Cool, good luck"
1111663670835273729,2019-03-29 16:17:27,0,0,@LilMissNiki710 Hey there! Thank you for the feedback. We will share this with the product team.
1111662967865647109,2019-03-29 16:14:39,0,0,@thebinchthatdid Thank you for reaching out and sharing your feedback. We will make sure to forward your comments to our product team.
1111662035094458369,2019-03-29 16:10:57,0,0,@McSexyDude This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1111661764444336128,2019-03-29 16:09:52,3,0,@tate_jarrod And a solution
1111660600453668866,2019-03-29 16:05:15,5,0,@Derraj_XO Perfect budgeting tbh
1111655528307007489,2019-03-29 15:45:06,1,0,@C_Desmond_22 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111655517879971840,2019-03-29 15:45:03,21,2,"@ColU_Official So, pretty normal then?"
1111650361629118464,2019-03-29 15:24:34,0,0,@_vuhnehsuh Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111637703949471745,2019-03-29 14:34:16,1,0,@fitzulasgaming Biggie Biggie
1111637639956959233,2019-03-29 14:34:01,1,1,"@Tharies_ Oh, we did"
1111631058854989826,2019-03-29 14:07:52,0,0,@laurxnmccain Thank you  for contacting us regarding this!  We are continually introducing new items and trying dif… https://t.co/YumsPWVD1k
1111510429040291840,2019-03-29 06:08:31,2,0,@Kthnx_byee This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1111506331171721217,2019-03-29 05:52:14,2,0,@__shley This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1111471716251955200,2019-03-29 03:34:41,6,0,@wp774 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1111471579865776133,2019-03-29 03:34:09,0,0,@Brownskinnnn___ Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111470847640981504,2019-03-29 03:31:14,2,0,@DieLucky This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1111469877754294272,2019-03-29 03:27:23,1,0,@shirtsbymike That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111469215624712192,2019-03-29 03:24:45,1,0,@meganwalsch That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1111432029994774529,2019-03-29 00:57:00,1,0,@Kat_Elizabeth4 We're sorry to hear that! Please DM us the restaurant location and your phone # so we can look into this further. Thanks!
1111425597526274048,2019-03-29 00:31:26,0,0,@mkaccountant Thank you  for contacting us regarding this!  We appreciate your opinion and  will pass on your feedb… https://t.co/8JmEvor7MP
1111407562316873729,2019-03-28 23:19:46,3,0,@MsMillyJ Thank you so much for contacting us regarding this! We will pass on your feedback to our marketing and Re… https://t.co/GrZ9rcOaJP
1111407071965044737,2019-03-28 23:17:49,1,0,"@mattiedraftz HI there, thank you so much for reaching out. We will pass this along to the proper department. Have a great day!"
1111405637001310210,2019-03-28 23:12:07,0,0,"@ms_nutmeg This isn’t the quality we’d expect. Please DM us with info on this location, along with your number, and… https://t.co/j7Y9O1YZdQ"
1111399372212727810,2019-03-28 22:47:13,0,0,@RyanBourke13 Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1111392576349892608,2019-03-28 22:20:13,0,0,"@808trance That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1111387131396526080,2019-03-28 21:58:35,0,0,@AlexHug31603098 This isn't the service we expect. Please DM us with your contact info so we can look into this further.
1111378743451254784,2019-03-28 21:25:15,5,0,@JaxonSpinuzza no bamboozle
1111376229490266112,2019-03-28 21:15:16,1,0,"@BrittanyMaragh Oh no! Please DM us with info on this location, along with your number, and we'll make it up to you."
1111370111255040000,2019-03-28 20:50:57,0,0,"@HendersonHomeG Hi Katherine, can you DM us with your contact info? Thanks!"
1111365114857431040,2019-03-28 20:31:06,3,1,@andy33608513 @tacobell Ok
1111364982976008192,2019-03-28 20:30:34,151,0,@katxkelly Gonna need pics
1111364943666970629,2019-03-28 20:30:25,3,0,@Cayrock2 We have the beef! 😎 Have you downloaded our mobile app? DM us your email address and we'll push you an of… https://t.co/Dd6Mt7gBaA
1111364679501254658,2019-03-28 20:29:22,0,0,@jared43009193 Thank you  for contacting us regarding this! I will pass on your feedback to our Research and Development department.
1111364240588312579,2019-03-28 20:27:37,8,2,@hannianaomi_ We take things like this very seriously. Can you DM us the address of your visit and your phone number? Thanks so much!
1111361575758299137,2019-03-28 20:17:02,0,0,"@SavageWallace We’re sorry you had an experience like this. Can you DM us with the exact location of your visit, al… https://t.co/YefDerB5Yd"
1111361092901658624,2019-03-28 20:15:07,0,0,"@avadakadavr_a That’s not the quality we expect. Please DM us with info on this location, along with your number, a… https://t.co/umYB3QV3PY"
1111360088340615173,2019-03-28 20:11:07,0,0,@Taylorspelts_ Thank you  for contacting us regarding this!  We appreciate your opinion and  will pass on your feed… https://t.co/4gDQEogrbm
1111359758861242369,2019-03-28 20:09:49,1,0,@Chase_AK Thank you so much for contacting us regarding this! I will pass on your feedback to our Marketing and Res… https://t.co/ikvDFDOnld
